9119005	100155402	414283
8034624	5296	998
17689488	21676	22601
17689488	21676	66826
12953057	850878	856303
12953057	855101	856303
9777370	1950	1956
10358088	10413	55740
10561590	1457	4193
12368318	1489856	4804
10889020	5741	5745
15523651	6496	8013
24956593	10971	5499
11170396	160	3579
11170396	163	3579
11170396	3579	408
14699067	332	56616
14645919	3783746	983
14645919	3783704	3783746
11136978	3265	5294
18635949	3312	7345
18635949	3320	7345
18635949	3920	7345
26672965	2187	8795
8798490	387	6093
11520787	2176	6772
20303977	4193	7157
24297439	2541720	2542492
8805302	3105	6890
9642250	24695	56813
12215524	2956	5111
12215524	4436	5111
12446613	2549	5781
10191253	5515	5520
16081517	367	8202
16081517	367	10499
16081517	367	8648
9312046	1436	5336
16756945	6464	7010
20615419	1934	1934
20615419	1934	3674
15618221	11200	7272
20055437	19133	19881
8664285	2147	2811
8664285	2811	7450
15133049	7157	8554
22902837	2904	815
10933782	183	185
10837138	18673	230126
7535778	5156	5335
15541764	10499	367
15541764	367	8648
8804434	4323	5045
9465038	1080	5593
23758859	100506658	9414
17008717	24392	25578
8672451	154	6011
22451851	8826	998
27799292	6613	8772
9858607	5925	6872
16831867	852365	856831
11700320	2316	2811
24980502	253725	55737
21706042	3921863	728
15469940	6790	7157
12878163	1398	3815
16027149	135	9266
24383527	4739	5747
16331994	10273	1571
14752512	1409	581
14752512	1409	598
14752512	1410	581
14752512	1410	598
8816443	387	6093
8816443	387	9475
8816443	388	6093
8816443	388	9475
20808790	7157	983
16478718	25152	78966
27407148	5429	7157
7731720	5604	673
7622467	24179	24180
21978935	5347	8772
21978935	6790	8772
21978935	841	8772
21978935	8737	8772
9162084	5175	6714
16856878	128866	91782
27648839	155030	155807
12783850	5071	7965
23612964	2064	2549
27325299	1263	841
24450359	1173	3579
16723738	163	29988
17595163	6405	8828
17595163	7422	8828
12782621	23396	7094
26025129	4210	9051
16020478	3667	5781
16020478	3667	5295
11158326	3636	9564
17846166	10345	6261
8537363	2779	6010
24375709	2010	23353
24375709	23353	4000
23378270	25729	308839
9710621	2064	2064
10931950	12566	12576
10931950	12576	26413
10694430	4286	7329
9252386	14784	20416
27758855	155459	4193
27758855	155459	865
11024046	2147	2811
12038791	2811	7450
9918721	1258647	1258702
10657242	5499	5566
9368069	4893	673
8756622	1491938	2957
11311142	25096	387
22496359	5295	84632
10022517	1308	3875
